name,salary_from,salary_to,salary_currency,area_name,published_at
Сервисный инженер,75000,150000,RUR,Сосновый Бор (Ленинградская область),2022-12-21T11:29:20+0300
Middle python разработчик,200000,,RUR,Москва,2022-12-21T12:55:06+0300
Электромеханик,55000,,RUR,Санкт-Петербург,2022-12-21T10:22:29+0300
Механик,,50000,RUR,Белгород,2022-12-21T10:58:27+0300
Инженер-программист встроенных Linux-систем,174000,,RUR,Москва,2022-12-21T11:35:31+0300
Механик по сервису,60000,150000,RUR,Красноярск,2022-12-21T11:27:49+0300
Инженер-программист C++ Embedded,250000,,RUR,Фрязино,2022-12-21T12:09:25+0300
WordPress Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T11:06:54+0300
Слесарь по ремонту газового оборудования,120000,140000,RUR,Москва,2022-12-21T11:42:37+0300
Наладчик технологического оборудования,40000,66000,RUR,Сергиев Посад,2022-12-21T10:33:53+0300
Оператор станков с ЧПУ,55000,60000,RUR,Обнинск,2022-12-21T11:34:34+0300
DevOps инженер,200000,250000,RUR,Москва,2022-12-21T10:29:53+0300
Механик по ремонту оборудования,47000,58000,RUR,Уфа,2022-12-21T10:01:55+0300
Наладчик-оператор станков с ЧПУ,80000,100000,RUR,Москва,2022-12-21T10:32:42+0300
Заместитель главного конструктора по разработке радиоэлектронных изделий и программного обеспечения,120000,160000,RUR,Москва,2022-12-21T11:00:13+0300
Разработчик C#,150000,200000,RUR,Новосибирск,2022-12-21T11:00:50+0300
Ведущий инженер Группы технической поддержки Отдела информационно-технической поддержки,70000,,RUR,Санкт-Петербург,2022-12-21T11:11:17+0300
Руководитель проектов по информационной безопасности,175000,,RUR,Москва,2022-12-21T11:12:31+0300
Заместитель начальника отдела тестирования / QA teamlead,,250000,RUR,Москва,2022-12-21T10:09:39+0300
Сервис-инженер (хроматографист) по аналитическому оборудованию,100000,100000,RUR,Нижний Новгород,2022-12-21T11:28:52+0300
Токарь,64000,92500,RUR,Анжеро-Судженск,2022-12-21T11:34:05+0300
Инженер по КИПИА/Слесарь по КИПИА,45000,60000,RUR,Владимир,2022-12-21T12:12:26+0300
Специалист по техническому контролю – технический эксперт (CHERY/EXEED/OMODA),140000,180000,RUR,Москва,2022-12-21T10:16:58+0300
Работник торгового зала,24000,33000,RUR,Кемерово,2022-12-21T11:14:16+0300
Токарь,50000,55000,RUR,Омск,2022-12-21T10:27:07+0300
Электрик-диагност,50000,65000,RUR,Челябинск,2022-12-21T10:10:16+0300
Оператор станка с ЧПУ (г. Сосновый Бор),80000,120000,RUR,Сосновый Бор (Ленинградская область),2022-12-21T11:29:19+0300
Разработчик баз данных (инженер-программист),100000,,RUR,Челябинск,2022-12-21T11:14:56+0300
Системный аналитик,130000,,RUR,Санкт-Петербург,2022-12-21T10:45:32+0300
Программист 1C,150000,,RUR,Белгород,2022-12-21T12:42:40+0300
Консультант-аналитик 1С (Управление Холдингом),,200000,RUR,Москва,2022-12-21T11:51:08+0300
Программист 1С,120000,,RUR,Москва,2022-12-21T11:21:43+0300
Главный механик,100000,,RUR,Москва,2022-12-21T11:15:56+0300
Механик,45000,45000,RUR,Москва,2022-12-21T11:42:26+0300
Инженер КИПиА,,75000,RUR,Челябинск,2022-12-21T10:35:46+0300
Столяр-станочник/Оператор фрезерно-сверлильного станка с ЧПУ ROVER,1800,2200,BYR,Минск,2022-12-21T12:05:49+0300
Руководитель направления тестирования на проникновение (pentest),130000,,RUR,Воронеж,2022-12-21T11:30:39+0300
"DevOps инженер, аккредитованная компания",100000,,RUR,Ростов-на-Дону,2022-12-21T10:21:25+0300
Оператор на токарно-револьверный станок,30000,,RUR,Екатеринбург,2022-12-21T12:36:10+0300
Мастер по ремонту кофемашин/Сервисный инженер,70000,,RUR,Санкт-Петербург,2022-12-21T11:24:49+0300
Техник-технолог станков с ЧПУ (Mazak - QTS100 / QTS 200 / DMG - CTX510),120000,150000,RUR,Санкт-Петербург,2022-12-21T10:11:59+0300
Токарь-карусельщик,50000,70000,RUR,Новокузнецк,2022-12-21T10:42:27+0300
Инженер по ремонту материнских плат и видеокарт,50000,150000,RUR,Москва,2022-12-21T11:02:59+0300
Мастер по ремонту телефонов и планшетов,40000,100000,RUR,Москва,2022-12-21T12:30:31+0300
"1С разработчик MS SQL (удаленно, в ИТ компанию)",200000,250000,RUR,Москва,2022-12-21T12:54:28+0300
Оператор гибочного пресса с ЧПУ (листовой металл),45000,50000,RUR,Челябинск,2022-12-21T11:10:13+0300
Наладчик технологического оборудования,60000,200000,RUR,Москва,2022-12-21T10:09:01+0300
Ведущий дизайнер/Арт-директор,80000,100000,RUR,Москва,2022-12-21T12:09:04+0300
Мастер по изготовлению РВД / специалист по продаже (рукава высокого давления),50000,72000,RUR,Краснодар,2022-12-21T12:06:35+0300
IOS Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T12:41:08+0300
Консультант-методист 1С,80000,,RUR,Краснодар,2022-12-21T11:44:15+0300
Flutter Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T11:24:49+0300
Токарь,64000,92500,RUR,Гурьевск (Кемеровская область),2022-12-21T11:33:48+0300
Токарь-универсал,40000,,RUR,Курган,2022-12-21T12:42:53+0300
Инженер-разработчик приборов электропитания,70000,80000,RUR,Москва,2022-12-21T10:19:53+0300
Механик-наладчик по ремонту и обслуживанию оборудования,40000,55000,RUR,Уфа,2022-12-21T11:28:15+0300
PHP developer,2500,3000,EUR,Санкт-Петербург,2022-12-21T12:21:40+0300
Системный администратор Linux / VOIP,,172500,RUR,Москва,2022-12-21T10:15:54+0300
Мастер по Ремонту Компьютеров/Бытовой техники,30000,60000,RUR,Кострома,2022-12-21T12:49:00+0300
Слесарь-механик,60000,124000,RUR,Москва,2022-12-21T10:01:25+0300
Ученик Компьютерного мастера,64000,,RUR,Нижнекамск,2022-12-21T11:42:46+0300
Ведущий инженер-механик,80000,,RUR,Санкт-Петербург,2022-12-21T11:16:26+0300
Наладчик оборудования (пивобезалкогольного производства),34000,50000,RUR,Брянск,2022-12-21T11:35:58+0300
.net разработчик,80000,140000,RUR,Казань,2022-12-21T12:07:18+0300
Технический специалист ЦТО (АСЦ) / Сервисный инженер ККТ / IT специалист,50000,70000,RUR,Москва,2022-12-21T12:17:14+0300
Сервисный инженер (Техник на подключение),45000,50000,RUR,Соликамск,2022-12-21T12:04:48+0300
Программист-стажер 1С (автоматизация розничной торговли),30000,,RUR,Москва,2022-12-21T10:12:13+0300
Машинист экструдера,106000,160000,KZT,Павлодар,2022-12-21T10:58:57+0300
Механик по обслуживанию холодильного оборудования,60000,,RUR,Екатеринбург,2022-12-21T12:46:26+0300
Специалист по обслуживанию и ремонту кассовой и весовой техники,45000,,RUR,Хабаровск,2022-12-21T10:54:48+0300
Электрик-диагност/автоэлектрик диагност автомобилей,80000,,RUR,Воронеж,2022-12-21T10:14:37+0300
Механик по транспорту,80000,,RUR,Ленинск-Кузнецкий,2022-12-21T12:41:57+0300
Руководитель направления декора,90000,,RUR,Москва,2022-12-21T10:21:46+0300
Разработчик 1С Розница удаленно (в аккредитованную ИТ компанию),200000,250000,RUR,Москва,2022-12-21T10:11:10+0300
Менеджер по продвижению ИТ-решений,100000,,RUR,Санкт-Петербург,2022-12-21T12:54:01+0300
Электромеханик по лифтам,70000,120000,RUR,Москва,2022-12-21T10:02:48+0300
Маркетолог-аналитик,40000,,RUR,Анапа,2022-12-21T12:04:08+0300
Специалист по заточке промышленных ножей (заточник),40000,,RUR,Тула,2022-12-21T11:03:29+0300
"Мастер установщик оборудования (Слаботочные системы, Видеонаблюдение, Домофоны)",38500,48000,RUR,Новосибирск,2022-12-21T11:09:33+0300
Компьютерный Мастер,64000,,RUR,Рыбинск,2022-12-21T11:41:12+0300
"Сервисный инженер по ремонту и обслуживанию оргтехники принтеров, МФУ, плоттеров",80000,120000,RUR,Москва,2022-12-21T11:07:40+0300
Наладчик КИПиА,45000,,RUR,Пермь,2022-12-21T11:42:56+0300
Консультант - аналитик 1С БП,100000,250000,RUR,Москва,2022-12-21T10:58:12+0300
Оператор фрезерного станка (мебельное производство),50000,70000,RUR,Пушкин,2022-12-21T10:36:44+0300
Инженер-разработчик (БИНС),70000,80000,RUR,Москва,2022-12-21T10:11:26+0300
Специалист / оператор станка ЧПУ / специалист на производство,40000,60000,RUR,Березовский (Свердловская область),2022-12-21T10:28:13+0300
Копирайтер,50000,,RUR,Санкт-Петербург,2022-12-21T11:42:55+0300
Руководитель проектов (инвестиционные проекты),75000,200000,RUR,Санкт-Петербург,2022-12-21T12:56:40+0300
Программист 1С (техническая поддержка крупных клиентов),100000,150000,RUR,Москва,2022-12-21T12:58:29+0300
DevOps-инженер,250000,,RUR,Екатеринбург,2022-12-21T12:35:20+0300
Столяр/станочник форматно-раскроечного станка,800,,BYR,Брест,2022-12-21T11:25:29+0300
1С Консультант: ТОИР/1С Консультант,500000,,KZT,Алматы,2022-12-21T12:48:21+0300
Технический писатель,55000,,RUR,Санкт-Петербург,2022-12-21T12:15:09+0300
Оператор-наладчик производственного оборудования,34000,34000,RUR,Самара,2022-12-21T12:59:30+0300
Ведущий разработчик C++,200000,,RUR,Москва,2022-12-21T12:43:48+0300
Laravel and Vue.Js Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T12:15:23+0300
Специалист на кромкооблицовочный станок,800,,BYR,Брест,2022-12-21T11:50:42+0300
Главный механик,100000,,RUR,Дмитров,2022-12-21T11:15:55+0300
"Программист 1С (ЭДО, EDI)",,250000,RUR,Казань,2022-12-21T10:24:44+0300
Системный администратор Linux / VOIP,,172500,RUR,Ижевск,2022-12-21T10:10:46+0300
Оператор ЧПУ,40000,,RUR,Ульяновск,2022-12-21T12:42:15+0300
Специалист видеонаблюдения (проспект Кузнецкий),34000,39000,RUR,Кемерово,2022-12-21T11:24:36+0300
Руководитель информационной безопасности,84000,,RUR,Владивосток,2022-12-21T12:25:40+0300
Слесарь-механик,35000,35000,RUR,Екатеринбург,2022-12-21T11:33:02+0300
Станочник широкого профиля,85000,100000,RUR,Мытищи,2022-12-21T12:44:50+0300
"Инженер-механик по лифтам, эскалаторам и подъемникам",80000,,RUR,Москва,2022-12-21T10:21:42+0300
Программист 1C (ЗУП),,250000,RUR,Москва,2022-12-21T11:57:35+0300
"Токарь-универсал 1М163, ДИП 500 (в г. Ижевске)",,120000,RUR,Ижевск,2022-12-21T10:59:36+0300
1С Специалист,150000,,KZT,Караганда,2022-12-21T12:24:23+0300
Оператор станка ЧПУ / Фрезеровщик,60000,,RUR,Москва,2022-12-21T10:15:12+0300
Программист (кодер) 1С,100000,,RUR,Краснодар,2022-12-21T11:41:41+0300
Механик (грузовой транспорт),45000,60000,RUR,Феодосия,2022-12-21T10:44:24+0300
Программист по автоматизации (C#),100000,,RUR,Санкт-Петербург,2022-12-21T12:31:33+0300
Механик по транспорту,80000,,RUR,Киселевск,2022-12-21T12:41:57+0300
Системный администратор,35000,,RUR,Барнаул,2022-12-21T10:24:31+0300
Lead Data Engineer,250000,,RUR,Москва,2022-12-21T11:22:58+0300
Программист 1С,220000,,RUR,Москва,2022-12-21T12:41:58+0300
Разработчик-репетитор на курс «React. Разработка сложных клиентских приложений»,15000,40000,RUR,Санкт-Петербург,2022-12-21T11:18:40+0300
Оператор токарно-карусельного станка с ПУ,100000,140000,RUR,Тула,2022-12-21T10:23:52+0300
Системный администратор,,100000,RUR,Москва,2022-12-21T10:33:23+0300
Токарь,35000,40000,RUR,Екатеринбург,2022-12-21T10:51:39+0300
Механик по ремонту транспорта,1700,,BYR,Минск,2022-12-21T10:16:22+0300
Руководитель отдела Битрикс24 (удаленная работа),100000,150000,RUR,Казань,2022-12-21T10:21:50+0300
Инженер-технолог (регулировщик РЭА),,85000,RUR,Москва,2022-12-21T10:19:26+0300
Оператор-наладчик оборудования,40000,,RUR,Тула,2022-12-21T10:11:06+0300
Системный администратор,,70000,RUR,Москва,2022-12-21T10:46:44+0300
Программист 1С,70000,100000,RUR,Новосибирск,2022-12-21T10:12:24+0300
Технический руководитель проектов 1С (дистанционный отдел),200000,,RUR,Москва,2022-12-21T12:48:46+0300
Механик,40000,,RUR,Казань,2022-12-21T11:25:39+0300
Администратор тестовых сред (devOps),102900,,RUR,Москва,2022-12-21T11:20:55+0300
DevOps инженер,,150000,RUR,Москва,2022-12-21T11:51:43+0300
Ведущий программист 1С,,180000,RUR,Набережные Челны,2022-12-21T11:02:32+0300
Электромеханик,60000,,RUR,Санкт-Петербург,2022-12-21T11:04:24+0300
.net разработчик,80000,140000,RUR,Краснодар,2022-12-21T12:07:18+0300
Наладчик станков и манипуляторов с ПУ 8 разряд,60000,,RUR,Томск,2022-12-21T11:47:17+0300
Инженер-электроник участка КИПиА,54000,54000,RUR,Тула,2022-12-21T10:23:52+0300
"Middle backend (full-stack) - разработчик (PHP, Bitrix)",150000,,RUR,Москва,2022-12-21T12:46:04+0300
Team Lead Backend (PHP laravel),270000,,RUR,Москва,2022-12-21T10:29:07+0300
Программист 1С,120000,,RUR,Тюмень,2022-12-21T12:45:21+0300
Специалист отдела телемаркетинга,35000,,RUR,Астрахань,2022-12-21T11:12:03+0300
Механик,60000,,RUR,Новомосковск (Тульская область),2022-12-21T10:10:45+0300
React.js + Node.js Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T11:19:36+0300
Инженер по обслуживанию пищевого оборудования,60000,60000,RUR,Москва,2022-12-21T10:21:47+0300
Разработчик баз данных / SQL разработчик (Middle/Senior),150000,,RUR,Казань,2022-12-21T12:53:15+0300
DevOps Engineer (Senior/Lead),1500,5000,USD,Бишкек,2022-12-21T10:59:23+0300
.Net Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T12:21:42+0300
Инженер-проектировщик СКС,90000,120000,RUR,Москва,2022-12-21T10:15:58+0300
Мастер по ремонту Телевизоров/Начинающий специалист,70000,,RUR,Санкт-Петербург,2022-12-21T11:24:59+0300
Системный аналитик,160000,,RUR,Санкт-Петербург,2022-12-21T10:42:34+0300
Мастер по ремонту техники( Электроники),80000,,RUR,Санкт-Петербург,2022-12-21T11:25:03+0300
Программист 1С (внутренняя автоматизация),120000,170000,RUR,Луганск,2022-12-21T10:26:30+0300
Механик по контролю ходовой части,230000,,KZT,Алматы,2022-12-21T12:21:24+0300
Менеджер по продажам,45000,95000,RUR,Москва,2022-12-21T11:19:43+0300
Токарь 5 разряда,40000,,RUR,Новокуйбышевск,2022-12-21T10:47:40+0300
DevOps Engineer (Senior/Lead),1500,5000,USD,Алматы,2022-12-21T10:59:23+0300
NODE.JS разработчик (middle),150000,200000,RUR,Новосибирск,2022-12-21T10:14:06+0300
"Back-end разработчик (PHP 7, Symfony 5, PostgreSQL)",5000,,USD,Санкт-Петербург,2022-12-21T12:29:57+0300
Мастер по ремонту мелкой бытовой техники,70000,,RUR,Санкт-Петербург,2022-12-21T11:24:54+0300
Сервисный инженер по источникам бесперебойного питания,80000,80000,RUR,Белгород,2022-12-21T12:30:25+0300
Инженер слаботочных систем,60000,70000,RUR,Севастополь,2022-12-21T12:56:29+0300
Начинающий Компьютерный Мастер,55000,,RUR,Златоуст,2022-12-21T12:56:06+0300
Ведущий продакт-менеджер / Product Owner / Ведущий проджект-менеджер,120000,,RUR,Нижний Новгород,2022-12-21T11:20:11+0300
"Методолог- аналитик (1 С, ERP)",150000,,RUR,Воронеж,2022-12-21T11:17:32+0300
Инженер-механик (слесарь-механик),85000,,RUR,Москва,2022-12-21T12:37:36+0300
Заместитель начальника производства,143000,,RUR,Москва,2022-12-21T10:38:43+0300
Продакт-менеджер,100000,120000,RUR,Воскресенск,2022-12-21T10:36:52+0300
Агент выходного дня,49000,,RUR,Уфа,2022-12-21T12:09:39+0300
Системный аналитик в Notamedia.Agency,200000,220000,RUR,Москва,2022-12-21T10:10:50+0300
Техник электроснабжения,67000,,RUR,Москва,2022-12-21T12:01:52+0300
Расклейщик объявлений,15000,,RUR,Курчатов,2022-12-21T11:09:48+0300
Механик швейного оборудования,50000,50000,RUR,Тверь,2022-12-21T10:49:44+0300
Руководитель направления,130000,,RUR,Москва,2022-12-21T10:59:55+0300
Слесарь по ремонту дорожно-строительной техники,70000,100000,RUR,Казань,2022-12-21T12:47:49+0300
Старший группы Call-центра,55000,,RUR,Нижний Новгород,2022-12-21T12:12:37+0300
Слесарь-сборщик РЭАиП 5 разряда цеха по производству электроники,40000,,RUR,Томск,2022-12-21T11:47:16+0300
Координатор проекта,45000,60000,RUR,Самара,2022-12-21T11:01:48+0300
Токарь 4-5 разрядов,45000,60000,RUR,Томск,2022-12-21T11:47:16+0300
Руководитель проекта,70000,,RUR,Красноярск,2022-12-21T10:05:27+0300
Сервисный инженер профессионального оборудования для кухни,70000,100000,RUR,Москва,2022-12-21T10:58:58+0300
Менеджер по работе с клиентами,57000,120000,RUR,Орехово-Зуево,2022-12-21T11:09:50+0300
Ученик инженера по ремонту часов,45000,,RUR,Чита,2022-12-21T10:29:29+0300
Оператор фрезерного станка (мебельное производство),50000,70000,RUR,Колпино,2022-12-21T10:36:44+0300
Программист 1С (удаленный формат),114192,137931,RUR,Екатеринбург,2022-12-21T12:56:20+0300
Android Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T12:50:52+0300
Оператор станков с ЧПУ (фрезеровка),55000,65000,RUR,Санкт-Петербург,2022-12-21T11:34:16+0300
Программист 1С (внутренняя автоматизация),120000,170000,RUR,Донецк,2022-12-21T10:26:24+0300
Ведущий программист 1с,150000,,RUR,Краснодар,2022-12-21T12:56:04+0300
Сантехник (Технический специалист),35003,50000,RUR,Санкт-Петербург,2022-12-21T11:09:53+0300
"Менеджер-дизайнер корпусной мебели (г. Мытищи, ТЦ Красный Кит)",75000,150000,RUR,Москва,2022-12-21T11:13:15+0300
Android Reverse Engineer,170000,200000,RUR,Санкт-Петербург,2022-12-21T12:00:52+0300
Директор BIG SHOWROOM / Руководитель направления работы с фабриками производителями,150000,,RUR,Ярославль,2022-12-21T12:45:21+0300
Программист 1С (удаленный формат),114192,137931,RUR,Ростов-на-Дону,2022-12-21T12:55:55+0300
Вечерний менеджер,37100,,RUR,Улан-Удэ,2022-12-21T12:08:59+0300
Оператор станка с ЧПУ (гибочный пресс),60000,,RUR,Санкт-Петербург,2022-12-21T10:18:04+0300
PHP developer,2500,3000,EUR,Москва,2022-12-21T12:21:40+0300
Ведущий системный инженер (направление прикладных систем),90000,120000,RUR,Екатеринбург,2022-12-21T11:08:57+0300
Разработчик 1С,130000,,RUR,Санкт-Петербург,2022-12-21T11:28:25+0300
Выездной механик по ремонту грузовых автомобилей,120000,,RUR,Зеленоград,2022-12-21T11:32:18+0300
Главный специалист отдела информационных технологий в Службу энергетических и инновационных проектов,54300,,RUR,Москва,2022-12-21T10:10:15+0300
Главный специалист слаботочных систем,115500,,RUR,Санкт-Петербург,2022-12-21T12:56:13+0300
Руководитель отдела по защите информации,60000,,RUR,Челябинск,2022-12-21T11:24:29+0300
Станочник широкого профиля 6 разряда,60000,84000,RUR,Тюмень,2022-12-21T12:54:09+0300
Электромеханик по лифтам,40000,100000,RUR,Тула,2022-12-21T12:30:00+0300
Программист 1С (удаленный формат),114192,137931,RUR,Воронеж,2022-12-21T12:55:58+0300
Продакт - менеджер (системы фильтрации воды),150000,,RUR,Москва,2022-12-21T10:18:13+0300
Токарь-карусельщик,55000,,RUR,Ижевск,2022-12-21T10:01:50+0300
Сервисный инженер вентиляционного оборудования,50000,,RUR,Екатеринбург,2022-12-21T10:51:03+0300
Специалист по видеонаблюдению,750,,BYR,Гродно,2022-12-21T11:21:57+0300
Программист 1С (удаленная работа),150000,,RUR,Калуга,2022-12-21T10:10:38+0300
Дизайнер-консультант в ателье мебели Mr.Doors в ТЦ ROOMER,90000,200000,RUR,Москва,2022-12-21T12:57:05+0300
"Сервис-механик техники Камацу (на сезон, Магадан)",250000,,RUR,Томск,2022-12-21T11:46:35+0300
Токарь-карусельщик (в г.Ижевске),55000,,RUR,Москва,2022-12-21T11:01:44+0300
Программист 1С (удаленный формат),114192,137931,RUR,Казань,2022-12-21T12:56:09+0300
Инженер-механик,55000,150000,RUR,Сосновый Бор (Ленинградская область),2022-12-21T11:29:19+0300
Разработчик php,150000,,RUR,Москва,2022-12-21T10:52:14+0300
Программист 1С (middle),100000,,RUR,Челябинск,2022-12-21T11:43:02+0300
Старший специалист по анализу защищенности (pentest),120000,190000,RUR,Екатеринбург,2022-12-21T12:19:04+0300
Оператор-наладчик фрезерного станка,75000,,RUR,Санкт-Петербург,2022-12-21T10:30:09+0300
Программист 1С (удаленный формат),114192,137931,RUR,Санкт-Петербург,2022-12-21T12:56:25+0300
"Руководитель монтажа, обслуживания систем безопасности (пожарная сигнализация)",60000,120000,RUR,Курск,2022-12-21T11:03:23+0300
Оператор резки,50000,55000,RUR,Москва,2022-12-21T10:54:56+0300
Оператор-наладчик электроэрозионного оборудования с ЧПУ,40000,,RUR,Томск,2022-12-21T12:59:06+0300
Региональный представитель/Руководитель проектов по внедрению металлорежущего инструмента,60000,90000,RUR,Ижевск,2022-12-21T10:22:14+0300
Оператор машины газо-плазменной резки (плазморезчик),50000,,RUR,Тула,2022-12-21T10:23:52+0300
Программист 1С,100000,,RUR,Краснодар,2022-12-21T10:07:40+0300
Разработчик-репетитор на курсы по «JavaScript. Профессиональная разработка веб-интерфейсов»,12000,24000,RUR,Санкт-Петербург,2022-12-21T11:19:15+0300
Программист 1С (middle),100000,,RUR,Санкт-Петербург,2022-12-21T11:43:08+0300
Инженер систем управления зданием (программист),100000,,RUR,Москва,2022-12-21T12:02:26+0300
Администратор баз данных PostgreSQL (DBA),,300000,RUR,Москва,2022-12-21T11:37:16+0300
Программист 1С в отдел крупных внедрений (удаленно),180000,210000,RUR,Екатеринбург,2022-12-21T10:06:38+0300
Регулировщик РЭАиП 6 разряда цеха по производству электроники,46000,,RUR,Томск,2022-12-21T11:47:16+0300
"Оператор станков с ЧПУ, токарная группа (в г.Ижевске)",,140000,RUR,Москва,2022-12-21T10:47:43+0300
"Сервис-механик техники Камацу (на сезон, Магадан)",250000,,RUR,Усть-Илимск,2022-12-21T11:46:35+0300
"Пресейл-инженер (серверы, СХД, сетевое, компьютерное, периферия)",120000,120000,RUR,Москва,2022-12-21T10:07:19+0300
Руководитель проекта,70000,,RUR,Санкт-Петербург,2022-12-21T11:04:21+0300
Программист 1С (удаленная работа),100000,,RUR,Орел,2022-12-21T10:10:37+0300
Ученик Компьютерного мастера,45000,,RUR,Муром,2022-12-21T12:05:47+0300
Программист 1C (удаленный формат),114192,137931,RUR,Уфа,2022-12-21T12:57:32+0300
Программист 1С (удаленная работа),100000,,RUR,Тверь,2022-12-21T10:10:38+0300
Программист 1С,200000,,RUR,Москва,2022-12-21T12:33:46+0300
"Мастер по ремонту смартфонов, планшетов, ноутбуков",40000,100000,RUR,Краснодар,2022-12-21T10:08:50+0300
Разработчик универсал iOS/Android (Middle),2200,3600,USD,Минск,2022-12-21T12:43:27+0300
Продакт - менеджер (газовые колонки),150000,,RUR,Москва,2022-12-21T10:18:10+0300
Программист 1С (middle),100000,,RUR,Екатеринбург,2022-12-21T11:43:11+0300
Продакт - менеджер (тепловая техника),150000,,RUR,Москва,2022-12-21T10:18:17+0300
Методолог / Product менеджер,,60000,RUR,Москва,2022-12-21T11:35:39+0300
Программист-консультант 1С по бюджетному учету,100000,,RUR,Тула,2022-12-21T10:10:39+0300
DevOps ТeamLead,,250,RUR,Москва,2022-12-21T10:09:35+0300
Программист 1С,150000,,RUR,Санкт-Петербург,2022-12-21T12:24:07+0300
Оператор-наладчик мобильного фрезерного станка с ЧПУ (выездная металлообработка),100000,200000,RUR,Москва,2022-12-21T12:41:54+0300
Инженер по техническому осмотру транспортных средств,900,,BYR,Брест,2022-12-21T11:12:09+0300
Механик по эксплуатации сложного промышленного оборудования,80000,80000,RUR,Белгород,2022-12-21T11:05:05+0300
Консультант по работе с клиентами в голосовом формате,30000,45000,RUR,Калининград,2022-12-21T10:32:30+0300
Программист 1С,100000,,RUR,Краснодар,2022-12-21T10:13:26+0300
Программист 1С (удаленный формат),114192,137931,RUR,Самара,2022-12-21T12:55:52+0300
"Дизайнер-консультант в ателье мебели Крокус Сити / Новая Рига ""Твой Дом""",90000,200000,RUR,Москва,2022-12-21T12:57:05+0300
Слесарь (Технический специалист),35003,50000,RUR,Санкт-Петербург,2022-12-21T11:09:48+0300
Angular Developer (Middle/Senior),2000,4000,USD,Ташкент,2022-12-21T11:34:18+0300
Оператор-наладчик ТПА (Термоплатс Автоматы),40000,50000,RUR,Самара,2022-12-21T11:04:43+0300
Главный механик,70000,110000,RUR,Калуга,2022-12-21T10:41:47+0300
Наладчик/оператор фрезерных станков с ЧПУ,1700,,BYR,Минск,2022-12-21T11:54:05+0300
Lead Developer,280000,,RUR,Москва,2022-12-21T10:08:32+0300
Разработчик 1С (удаленно),150000,220000,RUR,Москва,2022-12-21T10:42:05+0300
Программист 1С (удаленная работа),100000,,RUR,Ярославль,2022-12-21T10:10:37+0300
Токарь-расточник,,70000,RUR,Москва,2022-12-21T10:59:52+0300
Инженер по ремонту станков с ЧПУ,80000,90000,RUR,Москва,2022-12-21T10:19:11+0300
Начинающий специалист в отдел по работе с клиентами,30000,35000,RUR,Пермь,2022-12-21T12:10:55+0300
Ведущий Битрикс-программист / PHP-разработчик,,150000,RUR,Волгоград,2022-12-21T10:59:39+0300
Фотограф/Ретушёр (г. Красногорск),40000,80000,RUR,Красногорск,2022-12-21T11:46:00+0300
DevOps инженер,200000,,RUR,Москва,2022-12-21T10:09:11+0300
Оператор фрезерного станка (мебельное производство),50000,70000,RUR,Санкт-Петербург,2022-12-21T10:36:44+0300
Программист 1С (удаленная работа),100000,,RUR,Курск,2022-12-21T10:10:38+0300
Программист PHP (Битрикс),110000,130000,RUR,Москва,2022-12-21T11:21:58+0300
1С:Эксперт по технологическим вопросам,250000,,RUR,Москва,2022-12-21T10:29:48+0300
"Сервис-механик техники Камацу (на сезон, Магадан)",250000,,RUR,Новый Уренгой,2022-12-21T11:46:35+0300
Начинающий мастер по ремонту электроплит,80000,130000,RUR,Москва,2022-12-21T11:45:00+0300
Инженер-наладчик КИПиА (Горелок),40000,60000,RUR,Самара,2022-12-21T11:34:45+0300
Программист 1С (ERP),,250000,RUR,Москва,2022-12-21T11:57:29+0300
Специалист по продажам услуг,42000,,RUR,Дзержинск (Нижегородская область),2022-12-21T10:09:52+0300
PHP Developer (middle),120000,180000,RUR,Новосибирск,2022-12-21T10:14:06+0300
Менеджер проекта,90000,,RUR,Санкт-Петербург,2022-12-21T10:46:12+0300
Старший Java-разработчик (Senior),250000,300000,RUR,Москва,2022-12-21T10:09:05+0300
Токарь-универсал,1100,1300,BYR,Минск,2022-12-21T12:12:00+0300
"Слесарь механосборочных работ 5 разряда, механического цеха",40000,,RUR,Томск,2022-12-21T11:47:16+0300
Начинающий специалист,53000,,RUR,Нижневартовск,2022-12-21T12:09:42+0300
Ученик мастера по ремонту бытовой техники,110000,,RUR,Москва,2022-12-21T11:21:45+0300
Ведущий программист 1С (удаленная работа),150000,,RUR,Липецк,2022-12-21T10:10:38+0300
"Токарь-универсал 1М163, ДИП 500 (в г. Ижевске)",,120000,RUR,Москва,2022-12-21T10:53:27+0300
Специалист по ремонту цифровой техники,40000,100000,RUR,Одинцово,2022-12-21T12:11:25+0300
Начальник отдела информационной безопасности,150000,180000,RUR,Санкт-Петербург,2022-12-21T10:20:14+0300
Инженер по гражданской обороне и чрезвычайной ситуации (ГО и ЧС),47000,47000,RUR,Новокузнецк,2022-12-21T10:45:29+0300
Senior Java (международная компания),,350000,RUR,Новосибирск,2022-12-21T10:55:10+0300
Оператор станков с ПУ,38300,,RUR,Томск,2022-12-21T11:47:16+0300
